1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,4,4,4,4,1,1,1,1,1,1,2,2,2,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,1,2,1,1,1,3,2,1,2,2,1,3,1,4,4,1,1,1,1,1,1,1,1,1,1
1,1,3,3,1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,3,3,4,4,1,1,2,1,2,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,5,6,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,11,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,7,8,1,1,1,1,4,1,1,1,1
1,1,1,1,1,1,1,1,13,14,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,18,19,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,14,15,16,1,1,1,1,4,1,1,1,1
1,1,1,1,1,1,1,1,21,22,23,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,26,27,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,1,1,1,1,1,1,2,1,1
1,1,1,1,1,1,1,29,30,31,32,33,1,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,36,37,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,31,32,33,1,1,1,1,2,1,2,1,1
1,1,39,1,1,1,1,40,41,42,43,44,1,40,1,1,1,1,1,1,1,1,1,1,1,1,1,45,1,1,1,1,1,1,1,1,45,46,47,48,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,41,42,43,51,52,1,1,1,1,1,2,1,1
39,1,1,1,1,1,1,3,53,4,1,1,54,53,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,1,4,1,1,1,55,1,1,56,57,58,59,45,1,1,1,1,1,1,1,45,1,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,45,1,45,2,1,1,1,1,1,1,2,1,1
1,1,1,1,1,1,1,60,61,1,1,1,60,61,1,1,1,1,1,1,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,54,1,1,1,1,1,1,1,1,1,1,55,1,1,1,1,1,1,1,1,1,54,1,1,1,1,60,61,2,1,1,60,61,1,1,1,2,1,2,1,1
1,1,1,40,40,1,1,4,4,62,1,62,4,4,1,1,1,1,1,1,1,1,54,1,1,1,54,45,1,1,1,4,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,2,1,1
1,1,1,1,40,1,1,4,4,54,1,54,4,4,1,1,1,62,45,4,1,63,50,64,1,65,45,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,1,1,1,1,1,1,1,1,4,2,66,67,50,4,3,1,50,1,1,1,2,1,1
1,1,1,39,1,1,1,2,53,68,69,1,54,53,1,29,1,34,1,2,70,71,72,29,40,55,73,1,1,1,1,1,1,1,1,1,1,1,1,74,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,53,68,69,1,1,53,1,1,1,1,1,1,1,1
1,40,1,1,1,1,1,60,61,76,77,78,60,61,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80,81,82,83,84,85,1,1,1,1,1,1,1,39,1,1,1,1,45,1,1,1,1,1,1,1,1,1,60,61,76,77,78,60,61,1,1,1,1,1,1,1,1
1,1,1,39,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,54,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,86,87,88,89,90,91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
1,1,1,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,1,1,1,1,40,1,1,54,1,1,1,1,1,1,1,1,1,92,93,94,95,96,97,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
1,1,1,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,54,1,50,1,1,1,45,1,1,1,1,1,1,1,1,1,98,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,40,1,1,1,3,1,1,1,1,1,1,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,104,1,54,1,1,1,1,1,1,1,1,1,105,106,1,1,1,1,1,1,1,1,1,1,1,1,45,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,104,1,1,1,1,1,1,1,1,4,39,1,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
1,1,1,1,1,1,1,1,1,1,1,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,65,45,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,55,55,107,108,55,109,110,4,73,55,107,108,55,109,110,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55,107,108,55,109,1,111,55,55,73,2,112,108,55,109,55,113,114,1,1,1,1,1,1,1,1
1,1,1,39,1,1,1,115,116,117,118,119,120,111,111,113,116,117,118,119,120,118,121,115,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,116,117,118,119,120,119,55,55,107,108,55,109,118,55,107,108,55,109,1,1,1,1,1,2,1,1
1,1,1,1,1,1,1,104,122,55,123,124,1,121,111,4,122,55,123,124,1,125,121,126,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,45,1,124,1,127,128,116,117,118,119,120,123,116,117,118,119,120,1,1,1,1,1,1,4,1
1,1,1,3,1,1,1,55,50,55,110,55,55,54,110,110,39,50,50,39,110,39,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65,45,4,1,54,45,1,55,122,55,123,124,1,55,122,55,123,124,1,1,1,1,1,1,1,4,1
1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,104,1,54,1,1,1,1,1,1,54,1,1,1,1,1,1,1,1,55,73,2,55,45,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55,73,2,55,55,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
1,39,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,129,130,131,132,133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,134,135,136,137,138,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,45,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,3,1,1,1,1,1,1,1,1,1,1,139,140,140,140,141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,1,1,1,1,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,142,143,140,144,145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
1,1,1,4,1,1,1,1,1,1,1,1,1,146,147,148,149,150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,54,1,1,1,1,1,2,1,4,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,54,1,1,1,1,1,1,2,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,1,1,1,1,1,2,45,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,104,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
